typification	typificationLabel
Q198064	7243895d-6f3a-4cea-bf80-716a0c84d04d: holotype of Cremastosperma magdalenae Pirie
Q198065	72499232-d914-41e9-b71b-3b857ad3dfd8: holotype of Cavendishia awa Luteyn
Q198066	724d612a-7413-46d8-adca-1e6a3f86bddc: isotype of Habenaria achalensis var. angustifolia Kraenzl.
Q198067	7254e18e-26a3-40be-82d9-e0416d16773c: isotype of Polygonum polygaloides Meisn.
Q198068	7257DD88-5E2D-45CA-8AED-0336C5329419: holotype of Hieracium megafurcatum Mateo & Egido
Q198069	725854ae-7308-4f62-b025-0ae8bfdb2ebf: holotype of Lycaste mezae D.E.Benn. & Oakeley
Q198070	7258cd0a-455d-4b08-98f6-cfa5c27babf0: isotype of Cassinia diminuta Orchard
Q198071	725E41A0-4BA2-4649-87A4-DCFA71FDAFED: holotype of Cardamine polyodontes Heenan
Q198072	72601839-9ff8-4655-b134-72b9b5b38244: isotype of Matelea stergiosii Morillo
Q198073	7260ec7d-a337-4a41-8689-64b31181cdb1: holotype of Eleocharis ayacuchensis S.González & Reznicek
Q198074	726644d1-2de8-47a7-bb91-a97eeba30859: isotype of Mimosa callidryas Barneby
Q198075	7266fa79-785c-4c51-bf64-03f32ea1f757: holotype of Halimolobos rigidus Rollins
Q198076	72670d8c-7b05-4b03-be63-0e0051846966: isotype of Eucalyptus socialis subsp. viridans D.Nicolle
Q198077	72689ed5-b39c-4f2f-9f92-35ad600b203f: holotype of Syzygium adelphicum var. adenanthum Merr. & L.M.Perry
Q198078	72698a4c-f7c0-4696-b7b2-357b4b05da62: isotype of Protium riedelianum Engl.
Q198079	7269fab8-ef2c-40ce-9f19-e51add3d1d7f: holotype of Octomeria corrigiosa Luer & Toscano
Q198080	726ae9d3-97ac-40b6-ba20-98fc172e1879: isotype of Lophophytum rizzoi Delprete
Q198081	726bfba3-3a19-4261-bd41-bc8cf02ad1e9: holotype of Calochilus pruinosus D.L.Jones
Q198082	726e35e5-5e04-4d5e-8ed9-390b2beb312a: holotype of Larrea villosa Britton
Q198083	727018ac-dfd9-4748-aa36-e0d6d27fd7de: isotype of Euphorbia porcata Halford & W.K.Harris
Q198084	72743fa2-e1af-4cf8-86b8-ecefefbe77f3: isotype of Renealmia scaposa Maas
Q198085	72776591-c1e7-4f0d-974b-8b5ad11e7751: isotype of Gundlachia compacta Urb. & Ekman
Q198086	727bb1fd-56c0-494a-ba28-0c670813d6fd: holotype of Vesicaria repanda Nutt. ex Torr. & A.Gray
Q198087	727c8194-31a1-40c2-aed7-0c093f673278: isotype of Ladenbergia klugii L.Andersson
Q198088	727ca01e-0d84-460e-85bb-e9f0c350b32c: isotype of Poranthera moorokatta R.L.Barrett
Q198089	7287487b-0487-4b99-a307-e6645c11b284: isotype of Pancheria mcphersonii H.C.Hopkins, Pillon & J.Bradford
Q198090	72884067-924e-478f-845b-2f70e59c66e1: isotype of Borreria orientalis E.L.Cabral, R.M.Salas & L.M.Miguel
Q198091	7288ffa2-f9d6-4d55-bdfd-86a9e2d80235: holotype of Pityrogramma triangularis var. pallida Weath.
Q198092	728BCD41-1DA6-48F1-9AA1-7E54A31A859D: holotype of Navarretia crystallina L.A.Johnson & D.Gowen
Q198093	728e2aca-d771-4c49-bb4d-3d96c4a39c6c: isotype of Serjania crenata Griseb.
Q198094	72963e73015a062334f666dd8fea87ce: isotype of Eleocharis cryptica Saarela, P.M.Peterson, S.González & D.J.Rosen
Q198095	72964666-08cd-416b-81dd-094868b01c7e: isotype of Polygala madrensis T.Wendt
Q198096	7298f75d-2be8-4cd0-8244-1a2f0f50d4a6: holotype of Nicotiana candelabra M.W.Chase & Christenh.
Q198097	7299c81a-9fcf-4019-b3f7-e5d49bf6b312: isotype of Silphium glutinosum J.R.Allison
Q198098	72C64CCB-3B5F-4875-9383-EB787AF6A138: holotype of Hieracium valdeonense Mateo, Egido & Gómiz
Q198099	72a1a5e2-df94-458d-be02-9542af9fa748: isotype of Mascagnia conformis W.R.Anderson
Q198100	72a42c5c-5a69-45cb-9674-2834cc1b18e6: lectotype of Jacquinia curtissii Britton
Q198101	72a7e676-042d-415b-82bd-2bba6a5e33d5: isotype of Eucalyptus cinerea subsp. victoriensis Rule & N.G.Walsh
Q198102	72ac85aa-604e-4dd2-aaad-c09c5dab5e8b: isotype of Byrsonima pedunculata W.R.Anderson
Q198103	72afd24c-b095-4c2e-831e-61ec17caad0a: holotype of Jacksonia lanicarpa Chappill
Q198104	72afd9a3-e043-4480-88a4-aaca8a4312cb: isotype of Carex cordillerana Saarela & B.A.Ford
Q198105	72b0b346eed1b870ba2920875f40b076: holotype of Erigeron rhizomactis G.L.Nesom
Q198106	72b0f834-1f29-45c1-b5a2-03b53ce68098: isotype of Lepidagathis paraensis Kameyama
Q198107	72b52c07-90b6-49b7-b2b6-d90dfc1d56b6: holotype of Homalium riparium Standl.
Q198108	72c85b46-53fd-424c-9b41-7e4439fc1f51: isotype of Xyris nigra N.Mota & Wand.
Q198109	72cc3f47-4b31-47d7-80ba-82ef228924f4: holotype of Lagenophora platysperma Jian Wang ter & A.R.Bean
Q198110	72d10255-febc-4a83-ae9f-f2ee665f1fb2: isolectotype of Haplopappus pedunculosus J.Rémy
Q198111	72d44554-a88d-42dc-aeeb-0100feb8cc9a: holotype of Orthaea wurdackii Maguire, Steyerm. & Luteyn
Q198112	72d881e9-927e-4ed0-aae7-9fac281789d6: isotype of Echites eggersii Markgr.
Q198113	72f0ed13-2cce-4615-b3c8-6e4eeb1fd243: holotype of Elaphoglossum parduei Mickel
Q198114	72f4b442-d292-401f-85c4-a8f7651ce69a: holotype of Bulbophyllum siederi Garay
Q198115	730440cf-450f-4993-838a-b9ef44044ec3: isotype of Erysimum macropetalum Polatschek
Q198116	7305a58c-4222-40e8-b712-80a5e8bcda0a: isotype of Melaleuca pyramidalis Craven
Q198117	73084726-b6bb-48ac-b2d4-582b286fc23a: holotype of Enekbatus planifolius Trudgen & Rye
Q198118	730F93FA-D906-4362-B496-1DC5A2DDB4C3: holotype of Hieracium linarense Mateo & Gómiz
Q198119	730cdae7-f69c-4193-a1e4-6613da1bcf48: isotype of Solanum lythrocarpum A.R.Bean
Q198120	730f43d5-757d-48bc-adb8-c575df41abe4: isotype of Oenothera coryi W.L.Wagner
Q198121	7311cbd27ca941f0816292a7d9336a08: isotype of Cavendishia antioquiensis Luteyn & Sylva
Q198122	7314956d-884b-46f0-b492-011487548990: holotype of Tepuianthus yapacanensis Maguire & Steyerm.
Q198123	7315fb14-31f8-4d92-b06a-bab80a7317db: holotype of Tecticornia bibenda K.A.Sheph. & S.J.van Leeuwen
Q198124	731646f7-511a-4cf3-9b03-2f29a9bd5b31: isotype of Tropaeolum longiflorum Killip
Q198125	731ab2f3-adc2-4ee1-af17-29ef3015fe51: holotype of Mimosa gemmulata var. segrex Barneby
Q198126	731ae274f14d2602f40eacc97ff73884: holotype of Stevia ovata var. expansa Grashoff
Q198127	731c05a0-21dc-4412-b154-950de78d9e87: holotype of Elaphoglossum erinaceum var. occidentale Mickel
Q198128	731daaf3-c8b1-47b0-8968-8a7c87d13a9d: isotype of Eremophila abietina subsp. ciliata Chinnock
Q198129	73203bc2-4fda-4899-a4f6-fbf203f3edd2: isotype of Miconia farfanii Jan.M.Burke & Michelang.
Q198130	73214ed7-615b-4d93-afe2-9aef15fc0339: holotype of Caladenia longicauda subsp. merrittii Hopper & A.P.Br.
Q198131	73260c7b-2b51-49d4-a674-21e3739717ab: holotype of Bursera velutinifolia R.S.Cowan
Q198132	732ba261-0427-4726-9d7a-7f0df877ccdd: isotype of Mitrephora multifolia Elmer ex Weeras. & R.M.K.Saunders
Q198133	732f81c95ea9618ded10ab52c82e3997: holotype of Citharexylum donnell-smithii var. pubescens Moldenke
Q198134	732fabee-9d5a-4c83-8c96-43a8c749bbee: holotype of Eriophyllum nevinii A.Gray
Q198135	732fc420-72bf-4107-95d1-2701196e314f: isotype of Euphorbia litticola Halford & W.K.Harris
Q198136	7333c546-b356-4655-9086-a4aeddd40480: isotype of Nolina cismontana Dice
Q198137	7334fbd0-4884-482e-8bc4-9b3ad1048ff9: holotype of Pithecellobium martinianum Standl.
Q198138	733b6dbb-05e6-4ac3-b433-369421707e88: isotype of Hovea magnibractea I.Thomps.
Q198139	73442EA0-73EE-4673-8895-016FEC0DDF30: holotype of Pilosella lamprogaliciana Mateo & Egido
Q198140	7346667c-02ad-4f6c-9b7a-3b34da36322d: isotype of Hollandaea diabolica A.J.Ford & P.H.Weston
Q198141	7346c26d-ec0f-4608-bcfa-9c16e346e3c2: holotype of Senecio interpositus I.Thomps.
Q198142	924a9c04-575a-46d7-9edc-ed9c4401cb38: isotype of Thelymitra peniculata Jeanes
Q198143	924d4f1a-90fc-45d9-863f-b251c979e48c: isotype of Rhodomyrtus guymeriana N.Snow & J.P.Atwood
Q198144	924e401e-8adc-46b3-b1fd-4cfe70209e7e: isotype of Perrottetia colorata R.Sánchez & Fern.Alonso
Q198145	924ebf73-8f01-4236-89b5-ef3068937ffe: holotype of Cryptanthus sergipensis I.Ramírez
Q198146	924f47c0-f60d-4987-9ee2-dda338d85d21: holotype of Hirtella dorvalii Prance
Q198147	9252983f-34b0-4d80-a0da-991e3fd7cbd0: isotype of Bossiaea celata J.H.Ross
Q198148	925634b93126f96cbfa85d2bb4e8c367: isotype of Quararibea yunckeri subsp. veracruzana W.S.Alverson
Q198149	925af4c5-7587-43c5-9c52-c706c7ef3c28: isotype of Melaleuca williamsii subsp. synoriensis Craven
Q198150	925b4c9a-c44f-4626-bd6e-67563a132508: holotype of Perymenium wilburorum McVaugh
Q198151	925dbbba-5fe2-46d8-aca1-09d573254cf1: isotype of Licuala bidoupensis A.J.Hend., N.K.Ban & N.Q.Dung
Q198152	925df07c-cc02-48d0-962f-090f541be298: lectotype of Piptocarpha oblonga var. oligocephala Baker
Q198153	925f9c25-f581-4673-91fd-923e4f62c3fb: isotype of Rapanea pseudocrenata Mez
Q198154	92602127-6cc8-4a96-9040-c93c521621e4: isotype of Carex reznicekii Werier
Q198155	92620223-f7df-4550-87cf-af5423ad943a: lectotype of Gesneria barahonensis Urb.
Q198156	926348ba-65bc-40c7-812e-c02cb98380cd: isotype of Heterocoma gracilis Loeuille, J.N.Nakaj. & Semir
Q198157	9266706b227cf1a602ec45a399e08882: holotype of Quetzalia reynae Lundell
Q198158	9266c9da-5dd7-47a9-af40-8068d18fc60f: holotype of Lepidosperma jacksonense R.L.Barrett
Q198159	9267b291-166a-4e8f-b8cb-710dbf387d44: isotype of Ceanothus foliosus var. viejasensis D.O.Burge & Rebman
Q198160	926be1e0-9742-47df-9c2b-a829055b9e4f: holotype of Schefflera sipapoensis Maguire, Steyerm. & Frodin
Q198161	926d911b-c6ef-4d97-952a-de928d4d30a6: holotype of Epidendrum mimeticum Carnevali & G.A.Romero
Q198162	926dc3ed-ebc3-481b-920c-ef66328b1412: holotype of Penstemon aggregatus Pennell
Q198163	927047bbd17495e2948460a281b571db: holotype of Dasylirion miquihuanense Bogler
Q198164	9270968a-c9ec-4ca0-a251-a60b1bf1c286: isotype of Coprosma fatuhivaensis W.L.Wagner & Lorence
Q198165	92747a8f-13f0-46d4-a945-4bc6f4a67cfb: isotype of Solanum ditrichum A.R.Bean
Q198166	92754f7e-0c5e-447e-81a5-9bc075eae4dd: isotype of Mentzelia isolata Gentry
Q198167	92793257-ced6-436f-93fd-cb58b57c9b36: isotype of Grias longirachis S.A.Mori & J.L.Clark
Q198168	927dd592-5522-424c-869d-b88b4fd2fe7c: isotype of Metastelma triodontum W.D.Stevens
Q198169	927e7186-0025-4361-b197-f75931e2f90b: isotype of Philodendron lentii Croat & Grayum
Q198170	927ed38b-133d-4afd-97d8-4691cf8bbf89: lectotype of Pleurothallis ramonensis Schltr.
Q198171	9283bfe0-ae32-4c4e-a84f-df906180c810: holotype of Corethrogyne filaginifolia var. pinetorum I.M.Johnst.
Q198172	9285c5ac-a048-46c9-9b76-2c21a438796f: holotype of Taxus florinii Spjut
Q198173	9287574c-8a8b-4120-a8cd-00d801e800fa: holotype of Tricoryne tuberosa Keighery & T.D.Macfarl.
Q198174	92887e3f-3221-46c2-971d-c88f5d9b45e4: holotype of Jacksonia quairading Chappill
Q198175	9289aa02-71b8-4988-afc4-3b351b4ef02d: holotype of Miconia boomii Wurdack
Q198176	9290a697-2bf7-480f-b452-188088795394: lectotype of Epidendrum nocturnum var. panamense Schltr.
Q198177	929198f4-b01f-405d-9ed2-840fe9b5d559: holotype of Microcorys elatoides T.C.Wilson & Hislop
Q198178	92962500-8475-4c98-aa04-f9a32e33c00f: isotype of Boronia imlayensis Duretto
Q198179	9298262d-6aee-4741-9d7b-8016008deb49: holotype of Senna macranthera var. andina H.S.Irwin & Barneby
Q198180	929f0b7d-1b50-4457-89da-3d095a57e610: holotype of Caladenia williamsiae Hopper & A.P.Br.
Q198181	929f9eb6-319a-47b5-b7a5-814c956d237f: isotype of Ophiochloa hydrolithica Filg., Davidse & Zuloaga
Q198182	92a1ca82-ec0a-4c41-8602-ea7246e6a18a: holotype of Lellingeria bishopii Labiak
Q198183	92a48751-4972-4bbe-8ee6-d8454e894ad2: isotype of Drosera gibsonii P.Mann
Q198184	92a5623b-2f9b-4054-b40a-aceeea04fecd: isotype of Indigofera australis subsp. hesperia Peter G.Wilson & Rowe
Q198185	92a597ce-3eec-4f36-a169-947dada02083: isotype of Prasophyllum limnetes D.L.Jones
Q198186	92ac0d05-466a-4e8f-ade1-36bab454442b: isolectotype of Carphobolus neurophyllus Sch.Bip.
Q198187	92ac14f1-d07c-4428-ba59-a30ed067685c: holotype of Paralabatia orinocoensis Aubrév.
Q198188	92adee56-25f8-436e-8f47-a7238596aad0: holotype of Elaphoglossum sunduei M.Kessler & Mickel
Q198189	92aef904-5589-461e-b0a0-956c2d4f7535: holotype of Bunchosia luzmariae W.R.Anderson
Q198190	92b39f82-0274-4c7c-a7c3-6c6f4662d8c2: isotype of Philodendron lentii Croat & Grayum
Q198191	92b4e087-de29-4392-b151-ef65db6b7831: holotype of Gompholobium pungens Chappill
Q198192	92b839f8-a4e6-4024-a7bd-40afb27b87ce: holotype of Diuris fucosa D.L.Jones
Q198193	92b8bd74-8526-4e69-936c-192bcd037803: isotype of Grevillea althoferorum subsp. fragilis Olde & Marriott
Q198194	92b8df57-632a-422f-bd4c-6d860ae0e802: holotype of Caladenia granitora Hopper & A.P.Br.
Q198195	92b8f4a4-8a4a-49b2-bfff-0bb93116bcd3: holotype of Marina capensis Barneby
Q198196	92baa7e3-d1af-4087-9375-82b094363c45: holotype of Odontorrhynchus alticola Garay
Q198197	92c4e960-90bd-4dfa-89c9-773af69973bf: holotype of Themistoclesia woytkowskii Luteyn & Pedraza
Q198198	92cc386c-dcaa-4cc8-a744-3c2bc42cfc76: isotype of Darwinia ferricola Keighery
Q198199	92cfdc55-1f65-4ac6-8be5-856984d88d7e: isotype of Piriqueta assuruensis Urb.
Q198200	92d1d2b8-2375-43e7-bd90-a6ca7a04cd58: holotype of Sclerocactus terrae-canyonae K.D.Heil
Q198201	92e63858-f627-4aa0-a776-a5e3a9ecd2b0: holotype of Crocodeilanthe ovatipetala Kolan. & Szlach.
Q198202	92ea07cd-2b3f-4d25-80b7-c41d53a3bcfa: holotype of Stigmaphyllon pullenii C.E.Anderson
Q198203	92eb9e1c-18a6-4ffc-bf76-e0c04f1a3a08: isotype of Gouania pubidisca A.Pool
Q198204	92edd6d0-d75b-495a-a16b-264d903bec37: holotype of Hoffmannseggia drummondii Torr. & A.Gray
Q198205	92f2da96-57a2-44b6-96d1-b0d970e5a4dd: holotype of Quararibea yunckeri Standl.
Q198206	92f5a6fd-3709-4e42-bb06-378d9c920285: holotype of Rhodostemonodaphne parvifolia Madriñán
Q198207	92fd02b7-54ae-44be-ba51-09efd56ee80e: holotype of Pithecellobium jinotegense Standl. & L.O.Williams
Q198208	92fd566b-ff1f-425e-a154-e1ce40effea4: isotype of Dampiera metallorum Lepschi & Trudgen
Q198209	92ffac4c-4fd8-4579-88b9-b937c81e6c4e: holotype of Lachnagrostis adamsonii subsp. ampla A.J.Br.
Q198210	9301e976-41d1-4f91-a7aa-1a8857b4bfa5: isotype of Euphorbia leucophylla subsp. comcaacorum V.W.Steinm. & Felger
Q198211	9302bab7-9a08-4485-8326-c5ff3ea3e7ef: lectotype of Symplocos organensis Brand
Q198212	93055a80-0017-41ab-97d4-e96fc5c6118d: holotype of Stylidium applanatum Wege
Q198213	93090e82-7b55-45ca-bf05-c0ff8831a867: isotype of Glossoloma harlequinoides J.L.Clark
Q198214	930c7c53-f42b-42cc-a7fa-7000b7cc5ca6: isotype of Maireana obrienii N.G.Walsh
Q198215	930d7528-dba2-49ee-860c-4fc7119cf45d: isotype of Thryptomene calcicola Rye
Q198216	930fd261-9009-4524-b2be-327af2d2e3db: isotype of Prasophyllum amoenum D.L.Jones
Q198217	93142406-6322-429d-a228-beda2ddcca01: isotype of Radlkoferella brachyandra Aubrév. & Pellegr.
Q198218	931741d4-ddcb-4d13-8218-9a9f920292bf: holotype of Pappobolus sanchezii Panero
Q198219	931a8dab-2d23-4c18-9e0b-8d80e99cb631: isotype of Mimosa gracilis var. invisiformis Barneby
Q198220	93210183-7d75-43b0-8bba-880e018bfe11: isotype of Solanum pendulum Ruiz & Pav.
Q198221	9321d06bf9b1a8b5004a9f5471857fb0: isotype of Polianthes geminiflora var. pueblensis E.Solano & García-Mend.
Q198222	93234f5e-9b3a-4567-8cb8-ced2496fee67: isotype of Mimosa purpusii Brandegee
Q198223	932AF6E0-AB86-4311-8873-1480FB4985DD: holotype of Hieracium piqueranum Mateo, Egido & Gómiz
Q198224	932BE576-877F-4A5F-97DC-D688BA99F2F6: isotype of Kunzea tenuicaulis de Lange
Q198225	9334bd25-42d1-41f0-b220-110ed4f4be8c: isotype of Macaranga siamensis S.J.Davies
Q198226	933531cc-be39-4c6c-a258-cbc537aa7c09: isotype of Scleria skutchii M.T.Strong & J.R.Grant
Q198227	933748a3-fe32-e324-728c-c6cb43e07276: isotype of Plukenetia ankaranensis L.J.Gillespie
Q198228	93378483-8e4a-4fa7-9a3c-67b64d29827f: holotype of Strobilanthes asymmetrica J.R.I.Wood & J.R.Benn.
Q198229	93379666-9d01-40d3-ab36-c35dc8b2ee0f: holotype of Themistoclesia molaui Luteyn
Q198230	9337a8f9-0799-4efd-8731-236cda8f2afd: holotype of Utricularia wannanii R.W.Jobson & Baleeiro
Q198231	934268C0-14C5-4A33-0BAF-11C256362C4B: holotype of Pilosella auriculiformis subsp. larrauriana Mateo, Egido & E.Fidalgo
Q198232	93464728-58bc-400d-91d9-8e518cb48e33: isotype of Zygia latifolia var. communis Barneby & J.W.Grimes
Q198233	9346b992-8fd7-4719-8b8d-befd9364d228: isotype of Polyspora huongiana Orel, Curry & Luu
Q198234	934ca992-d654-40e2-aa48-2317520cd76d: holotype of Panicum poliophyllum Renvoize & Zuloaga
Q198235	93548782-dadc-4144-a893-8b0fca62d59c: isotype of Solidago arenicola B.R.Keener & Kral
Q198236	93592b14-9f78-44cf-b77b-04640bdae16e: holotype of Hiraea longipilifera W.R.Anderson
Q198237	93593810-e4a8-41c2-9ac6-0ee12ba51ec7: isotype of Kennedia coccinea subsp. calcaria Lally
Q198238	93599a9b-7d91-4f40-8103-8104877dfb08: holotype of Eremophila oblonga Chinnock
Q198239	935d596a-7fe8-4279-a2e8-b814039d3b25: holotype of Mimosa longicoma Britton & Rose
Q198240	9363031a-ebb1-4193-8f99-c76df0369ccb: lectotype of Pentachaeta exilis var. discoidea A.Gray
Q198241	93673079-2dcc-4f93-91a0-982ebc276c9f: holotype of Miconia caesariata Wurdack
Q198242	89e48add-cbb0-426c-8f5d-a53f483b0445: holotype of Elatostema pinnativenium R.S.Beaman & Cellin.
Q198243	89e73b8c8a2b26e8725e19b2e82943d0: isotype of Verbesina pellucida Villaseñor & Panero
Q198244	89f07da2-83f9-4bf9-bc4a-0a3575ad2c77: holotype of Miconia navifolia Ionta, Judd & Skean
Q198245	89f0e981-a3fe-49ec-a65c-e1d8aa79505d: isotype of Ivesia gordonii var. wasatchensis N.H.Holmgren ex Ertter & Reveal
Q198246	89f24c4f-8bab-4ece-b9fd-a757f57a22c9: isotype of Solanum bradei Giacomin & Stehmann
Q198247	89f30e51-0c4f-4a5d-8fc0-748dc5bff8b7: isotype of Dielsiodoxa lycopodioides Albr.
Q198248	89f3c400-82e3-4540-8501-80e8c9c060fe: holotype of Macleania penduliflora Luteyn
Q198249	89f6b6e2-5feb-43ab-9e96-bad8557f17a1: isotype of Phacelia pinkavae N.D.Atwood
Q198250	89f6be4e-ae9b-4f52-9262-822c27ce7f5f: holotype of Spiranthes trilineata var. crenulata L.O.Williams
Q198251	89f70322-35fb-43ee-bd10-10461930d978: holotype of Haemodorum macfarlanei R.L.Barrett
Q198252	89f8efa2-f19c-43ed-9814-d29a1c940d7d: holotype of Utricularia dichotoma subsp. fontana R.W.Jobson
Q198253	89fa6ab2-85d5-4d02-a8d9-f2afad19af7d: isotype of Spergularia nesophila L.G.Adams
Q198254	89ff399b-700b-442d-9881-8b4bc9a7c0e1: holotype of Boronia deanei subsp. acutifolia Duretto
Q198255	8A9B0562-C0D0-4FF3-94B5-E649302DF954: isotype of Eriogonum douglasii var. meridionale Reveal
Q198256	8AB36703BB115F7986225AA6FB98E31E.mc.03516528F49F0144B43B96573FA021B0: isotype of Solanum hydroides Gouvêa & Giacomin
Q198257	8AB36703BB115F7986225AA6FB98E31E.mc.39C67BD278508C173C6CDE8383118CBD: holotype of Solanum hydroides Gouvêa & Giacomin
Q198258	8AB75F09-E8DD-4291-94E7-00F09CF26C96: isotype of Festuca paniculata subsp. macrostachys Llamas, Acedo, Penas & Pérez Morales
Q198259	8ABE37BD-8B04-465A-830A-DC382DFEDB45: isotype of Erigeron bistiensis G.L.Nesom & Hevron
Q198260	8AE7CAAC-540C-49EE-0A8C-B850E3E9BAE2: holotype of Polycarpon dunense P.Fraga & Rosselló
Q198261	8AF09F1D-93F4-4A2D-AE4E-098F46E5943E: isotype of Hieracium umbricinum Mateo & Egido
Q198262	8AFE8A62-8215-48F5-859E-6DAEEDC51758: holotype of Lepidium crassum Heenan & de Lange
Q198263	8B026EA6-B001-4142-BC78-0083F46A97C0: holotype of Gagea subtrigona J.-M.Tison
Q198264	8B21BD04-A044-481A-8EEC-D0E1506325D2: holotype of Mantisalca cabezudoi E.Ruíz & Devesa
Q198265	8B63221C-ABA0-4D3E-A06C-0759F0CCB367: holotype of Hieracium gordonense Mateo & Egido
Q198266	8B72DD3D-F41C-4BAE-B570-A156C6F79EE4: holotype of Sideritis valentina nothosubsp. rierae P.P.Ferrer, R.Roselló, E.Laguna, Gómez Nav. & Peris
Q198267	8BAD3E5F-5FB4-4B1C-B8A6-854B568FB3F4: holotype of Centaurea fabregatii Mateo & M.B.Crespo
Q198268	8BC2BF98-F2B8-4727-BBE4-15F8A0D2D662: holotype of Geonoma tenuissima H.E.Moore
Q198269	8BED0B91-FEDD-4790-98F7-D569431498FC: holotype of Hieracium saezii Mateo & Gómiz
Q198270	8C520314-8A03-42A8-9F0E-33A15B4ACD12: holotype of Lesquerella hemiphysaria var. lucens S.L.Welsh & Reveal
Q198271	8C6E1954-97F9-48A4-91F2-BF5160371A0B: holotype of Dudleya attenuata subsp. australis Moran
Q198272	8CAEE2AD-26E1-40F4-B121-079BA830BFC5: holotype of Pilosella legionensis Mateo & Egido
Q198273	8E0E1B56-9D95-45F8-B7A1-551AF9EC6F1C: holotype of Lepidium huberi S.L.Welsh & Goodrich
Q198274	8E59658B-CEBC-4424-812C-6E96E79DB766: holotype of Hieracium vallfogonense Mateo, Egido & Gómiz
Q198275	8E5FFC5E-A1A0-4012-0A00-25F357661317: holotype of Onopordum hinojense Talavera, Balao, Casim.-Sor., M.Talavera, Terrab & M.Á.Ortiz
Q198276	8E7DDB20-5079-4604-A1CA-763DE7D631BD: holotype of Hieracium baltarganum Mateo, Egido & Gómiz
Q198277	8E817DA7-9638-40B9-BDDA-CD4A25C8D903: isotype of Hechtia isthmusiana Burt-Utley
Q198278	8ECD4ECD-C478-42F0-A2BA-2995EC652E09: holotype of Myrsine umbricola Heenan & de Lange
Q198279	8F03BEA0-91F2-475B-8FD2-4C09ACF790D7: isotype of Philodendron lazorii Croat
Q198280	8F1A268E-8B5D-4D63-A3AA-6F36AD522FDA: holotype of Echeveria tencho Moran & C.H.Uhl
Q198281	8FCEB376-B9F1-4294-9E74-E7A4A7104C18: holotype of Cryptantha arenophila Rebman & M.G.Simpson
Q198282	8a0204df-384a-4a9d-a0a8-7ba951549f88: holotype of Heteropterys neblinensis W.R.Anderson
Q198283	8a037e87-c01d-4ea7-a9cf-3f5bca87b227: isotype of Eriogonum lachnogynum var. colobum Reveal & A.Clifford
Q198284	8a044476-d7ca-4814-bd7e-2a70d39d802f: isotype of Commersonia gilva C.F.Wilkins
Q198285	8a078712-e1b6-49bf-b076-8976d9220afb: holotype of Sphaeropteris macrosora var. reginae P.G.Windisch
Q198286	8a0df398-5fa1-4bda-a17f-4e4fbc8781f6: holotype of Escobaria sandbergii Castetter, P.Pierce & K.H.Schwer.
Q198287	8a133259-a5c6-4d7e-b8d2-ea1981cb29ef: holotype of Caladenia longicauda subsp. insularis Hopper & A.P.Br. ex A.P.Br. & G.Brockman
Q198288	8a16c530-d98f-4967-841a-aa38226a3038: isotype of Eremophila complanata Chinnock
Q198289	8a16f776-f232-4b69-9754-16a9e722c76b: isotype of Turnera calyptrocarpa Urb.
Q198290	8a18e28f-21ae-4d5b-9965-90d30a6ea2fd: isotype of Melaleuca interioris Craven & Lepschi
