fullname	ipni	authorship	taxonKey	taxonRank	rank
Rhodostemonodaphne rufovirgata Madriñán	306746-2	Madriñán	4178824	species	Q16
Rhodostemonodaphne saulensis Madriñán	302983-2	Madriñán	4178805	species	Q16
Rhodostemonodaphne scandens Madriñán	300199-2	Madriñán	4178790	species	Q16
Rhodostemonodaphne sordida Madriñán	60441019-2	Madriñán	4178784	species	Q16
Rhodostemonodaphne synandra van der Werff	284255-2	van der Werff	4178747	species	Q16
Rhodostemonodaphne tumucumaquensis Madriñán	60441013-2	Madriñán	4178738	species	Q16
Rhopalocarpus mollis G.E.Schatz & Lowry	77075435-1	G.E.Schatz & Lowry	5553789	species	Q16
Rhopalocarpus randrianaivoi G.E.Schatz & Lowry	77075436-1	G.E.Schatz & Lowry	5553790	species	Q16
Rhus chondroloma subsp. huajuapanensis D.A.Young	219745-2	D.A.Young	3662706	subspecies	Q17
Rhus choriophylla Wooton & Standl.	219746-2	Wooton & Standl.	3662688	species	Q16
Rhus kearneyi subsp. borjaensis Moran	219816-2	Moran	3660407	subspecies	Q17
Rhus kearneyi subsp. virginum Moran	219817-2	Moran	3660399	subspecies	Q17
Rhus pachyrrhachis Hemsl.	219848-2	Hemsl.	3662326	species	Q16
Rhus tamaulipana B.L.Turner	307110-2	B.L.Turner	3660487	species	Q16
Rhus virens var. australis B.L.Turner	307112-2	B.L.Turner	3662362	variety	Q18
Rhynchanthera consimilis Wurdack	219948-2	Wurdack	3862230	species	Q16
Rhynchanthera cordata var. brachyrhyncha Cogn.	284264-2	Cogn.	7272969	variety	Q18
Rhynchanthera cordata var. genuina Cogn.	284265-2	Cogn.	7272969	variety	Q18
Rhynchanthera gardneri Naudin	575455-1	Naudin	7272967	species	Q16
Rhynchanthera humilis Cogn.	284268-2	Cogn.	7272973	species	Q16
Rhynchanthera latifolia Cogn.	284271-2	Cogn.	7272960	species	Q16
Rhynchanthera medialis Standl. & Steyerm.	308898-2	Standl. & Steyerm.	3861751	species	Q16
Rhynchoglossum capsulare Ohwi ex Karton.	77120473-1	Ohwi ex Karton.	8782495	species	Q16
Rhyncholacis paulana C.T.Philbrick & C.P.Bove	77185947-1	C.T.Philbrick & C.P.Bove	10027045	species	Q16
Rhynchophora phillipsonii W.R.Anderson	20000380-1	W.R.Anderson	3985195	species	Q16
Rhynchosia bungarensis Maesen	20012634-1	Maesen	5626660	species	Q16
Rhynchosia delicatula O.Téllez & M.Sousa	320506-2	O.Téllez & M.Sousa	5611803	species	Q16
Rhynchosia discolor var. lanceolata Grear	220045-2	Grear	5350760	variety	Q18
Rhynchosia elisae O.Téllez	303536-2	O.Téllez	5611785	species	Q16
Rhynchosia filiformis Maesen	20012635-1	Maesen	5626483	species	Q16
Rhynchosia lineata Benth.	220066-2	Benth.	5350924	species	Q16
Rhynchosia mantaroensis var. cuprinervia Grear	220070-2	Grear	5350975	variety	Q18
Rhynchosia monticola Grear	220078-2	Grear	5350623	species	Q16
Rhynchosia platyphylla Benth.	220090-2	Benth.	5350839	species	Q16
Rhynchosia rosaurae Rzed.	77174667-1	Rzed.	10820052	species	Q16
Rhynchosia sousae Fortunato	77143314-1	Fortunato	9048678	species	Q16
Rhynchosia torreyi Vail	220136-2	Vail	5350612	species	Q16
Rhynchosia yucatanensis Grear	220139-2	Grear	5350844	species	Q16
Rhynchosida kearneyi Fryxell	220140-2	Fryxell	3934467	species	Q16
Rhynchospora aberrans C.B.Clarke	284278-2	C.B.Clarke	2721470	species	Q16
Rhynchospora acanthoma A.C.Araújo & Longhi-Wagner	77092381-1	A.C.Araújo & Longhi-Wagner	2720599	species	Q16
Rhynchospora agostiniana T.Koyama	220143-2	T.Koyama	2721186	species	Q16
Rhynchospora almensis D.A.Simpson	303361-2	D.A.Simpson	2720940	species	Q16
Rhynchospora angosturensis W.W.Thomas	220158-2	W.W.Thomas	2721265	species	Q16
Rhynchospora angustipaniculata M.T.Strong	321533-2	M.T.Strong	2721064	species	Q16
Rhynchospora austrobahiensis W.W.Thomas	77212108-1	W.W.Thomas	10821357	species	Q16
Rhynchospora ayangannensis M.T.Strong	321532-2	M.T.Strong	2720919	species	Q16
Rhynchospora belizensis Naczi & Silva Filho	77210749-1	Naczi & Silva Filho	12195034	species	Q16
Rhynchospora bracteovillosa A.C.Araújo & W.W.Thomas	327440-2|70028022-1	A.C.Araújo & W.W.Thomas	2721112	species	Q16
Rhynchospora brownii subsp. americana Guagl.	220200-2	Guagl.	2721544	subspecies	Q17
Rhynchospora caduciglumis P.Weber & R.Trevis.	77160165-1	P.Weber & R.Trevis.	10747562	species	Q16
Rhynchospora castanea T.Koyama	300676-2	T.Koyama	2720788	species	Q16
Rhynchospora cephalantha var. pleiocephala Fernald & Gale	220232-2	Fernald & Gale	2721788	variety	Q18
Rhynchospora cephalotes var. imeriensis Kük.	306964-2	Kük.	2721383	variety	Q18
Rhynchospora chalarocephala Fernald & Gale	220242-2	Fernald & Gale	2721149	species	Q16
Rhynchospora chapadensis Silva Filho, W.W.Thomas & Boldrini	77205266-1	Silva Filho, W.W.Thomas & Boldrini	10888400	species	Q16
Rhynchospora chimantensis W.W.Thomas	220245-2	W.W.Thomas	2721032	species	Q16
Rhynchospora contraligularis W.W.Thomas	77212110-1	W.W.Thomas	10728669	species	Q16
Rhynchospora cordatachenia M.T.Strong	60440657-2	M.T.Strong	2721576	species	Q16
Rhynchospora crinipes Gale	220286-2	Gale	2720558	species	Q16
Rhynchospora culixa Gale	220294-2	Gale	2721140	species	Q16
Rhynchospora davidsei W.W.Thomas	306439-2	W.W.Thomas	2720847	species	Q16
Rhynchospora depressirostris M.T.Strong	321004-2	M.T.Strong	2721472	species	Q16
Rhynchospora dissitispicula T.Koyama	306201-2	T.Koyama	2721178	species	Q16
Rhynchospora durangensis Kral & W.W.Thomas	284280-2	Kral & W.W.Thomas	2720951	species	Q16
Rhynchospora fascicularis subsp. sierrensis W.W.Thomas	302186-2	W.W.Thomas	2721030	subspecies	Q17
Rhynchospora globularis var. recognita Gale	298653-2	Gale	2720816	variety	Q18
Rhynchospora guaramacalensis M.T.Strong	77115048-1	M.T.Strong	7450752	species	Q16
Rhynchospora harleyi Silva Filho, W.W.Thomas & Boldrini	77205267-1	Silva Filho, W.W.Thomas & Boldrini	10694098	species	Q16
Rhynchospora harperi Small	220409-2	Small	2721187	species	Q16
Rhynchospora hatschbachii T.Koyama	306579-2	T.Koyama	2720907	species	Q16
Rhynchospora igarapicola T.Koyama	220428-2	T.Koyama	2720962	species	Q16
Rhynchospora jaliscensis McVaugh	284283-2	McVaugh	2720687	species	Q16
Rhynchospora latibracteata Guagl.	20005651-1|323099-2	Guagl.	2721763	species	Q16
Rhynchospora macrostachya var. colpophila Fernald & Gale	220494-2	Fernald & Gale	2720910	variety	Q18
Rhynchospora marliniana Naczi, W.M.Knapp & W.W.Thomas	77121943-1	Naczi, W.M.Knapp & W.W.Thomas	7792010	species	Q16
Rhynchospora megaplumosa E.L.Bridges & Orzell	320975-2|1018941-1	E.L.Bridges & Orzell	2721005	species	Q16
Rhynchospora melanocarpa A.C.Araújo & W.W.Thomas	70028024-1|327442-2	A.C.Araújo & W.W.Thomas	2720943	species	Q16
Rhynchospora monostachya Boeckeler	220520-2	Boeckeler	7519689	species	Q16
Rhynchospora nanuzae Rocha & Luceño	77061692-1	Rocha & Luceño	2721489	species	Q16
Rhynchospora papillosa W.W.Thomas	220550-2	W.W.Thomas	2721403	species	Q16
Rhynchospora pirrensis W.W.Thomas	284285-2	W.W.Thomas	2720993	species	Q16
Rhynchospora pseudomacrostachya Gerry Moore, Guagl. & Zartman	326836-2|20012527-1	Gerry Moore, Guagl. & Zartman	2721744	species	Q16
Rhynchospora pubera subsp. parvula W.W.Thomas	220593-2	W.W.Thomas	2721247	subspecies	Q17
Rhynchospora rheophytica W.W.Thomas & Silva Filho	77201806-1	W.W.Thomas & Silva Filho	10704564	species	Q16
Rhynchospora rosae W.W.Thomas	301141-2	W.W.Thomas	2720959	species	Q16
Rhynchospora rosemariana D.A.Simpson	284286-2	D.A.Simpson	2720848	species	Q16
Rhynchospora rupestris A.C.Araújo & W.W.Thomas	77092382-1	A.C.Araújo & W.W.Thomas	2721176	species	Q16
Rhynchospora rupicola M.T.Strong	321536-2	M.T.Strong	2720976	species	Q16
Rhynchospora saxisavannicola M.T.Strong	60440658-2	M.T.Strong	2720958	species	Q16
Rhynchospora seccoi C.S.Nunes, Silva Filho & A.Gil	77197969-1	C.S.Nunes, Silva Filho & A.Gil	10870373	species	Q16
Rhynchospora smithii W.W.Thomas	220651-2	W.W.Thomas	2720688	species	Q16
Rhynchospora steyermarkii T.Koyama	220669-2	T.Koyama	2721469	species	Q16
Rhynchospora stiletto Naczi & Ciafré	77301112-1	Naczi & Ciafré	12222103	species	Q16
Rhynchospora subdicephala T.Koyama	302333-2	T.Koyama	2720873	species	Q16
Rhynchospora talamancensis Gómez-Laur. & W.W.Thomas	304027-2	Gómez-Laur. & W.W.Thomas	2720924	species	Q16
Rhynchospora tenuis subsp. austrobrasiliensis T.Koyama	220693-2	T.Koyama	2721449	subspecies	Q17
Rhynchospora unguinux C.S.Nunes & A.Gil	77201943-1	C.S.Nunes & A.Gil	10887656	species	Q16
Rhynchospora zacualtipanensis M.T.Strong	320396-2	M.T.Strong	2720894	species	Q16
Rhynchostele oscarii Archila	77076490-1	Archila	2814187	species	Q16
Rhysolepis dilloniorum A.J.Moore & H.Rob.	77065494-1	A.J.Moore & H.Rob.	4207317	species	Q16
Rhysolepis emaciata H.Rob. & A.J.Moore	77065495-1	H.Rob. & A.J.Moore	4207310	species	Q16
Rhysolepis goyasensis H.Rob. & A.J.Moore	77065496-1	H.Rob. & A.J.Moore	4207282	species	Q16
Rhysolepis hatschbachii H.Rob. & A.J.Moore	77065497-1	H.Rob. & A.J.Moore	4207267	species	Q16
Rhysolepis kingii H.Rob.	220744-2	H.Rob.	3138941	species	Q16
Rhysolepis laxicymosa H.Rob. & A.J.Moore	77065498-1	H.Rob. & A.J.Moore	4207231	species	Q16
Rhysolepis santacatarinensis H.Rob. & A.J.Moore	77065499-1	H.Rob. & A.J.Moore	3100244	species	Q16
Rhysolepis subtruncata H.Rob. & A.J.Moore	77065500-1	H.Rob. & A.J.Moore	4207066	species	Q16
Rhysotoechia etmanii W.N.Takeuchi	20002926-1	W.N.Takeuchi	3785131	species	Q16
Rhysotoechia welzeniana W.N.Takeuchi	77121485-1	W.N.Takeuchi	8261199|7264796	species	Q16
Rhytidocaulon baricum Thulin	77071696-1	Thulin	7451631	species	Q16
Rhytidophyllum grandiflorum var. nuecense Zanoni & Jiménez Rodr.	60456766-2	Zanoni & Jiménez Rodr.	10732451	variety	Q18
Rhytidophyllum purpureum Poepp.	224769-2	Poepp.	3821230	species	Q16
Rhytidostemma fontellanum Morillo	77129435-1	Morillo	7907962	species	Q16
Rhytiglossa candelariae Oerst.	220806-2	Oerst.	5576394	species	Q16
Rhytiglossa mexicana Oerst.	220830-2	Oerst.	5576213	species	Q16
Ribes amazonica Weigend & E.Rodr.	60445553-2	Weigend & E.Rodr.	4194606	species	Q16
Ribes bolivianum Jancz.	321020-2	Jancz.	4194883	species	Q16
Ribes caldasiensis Weigend	322082-2|20002974-1	Weigend	4194749	species	Q16
Ribes curvatum Small	284292-2	Small	2986199	species	Q16
Ribes cynosbati f. inerme Rehder	284294-2	Rehder	6442299	form	Q19
Ribes cynosbati var. glabratum Fernald	284293-2	Fernald	2986157	variety	Q18
Ribes grandisepalum Durán-Esp. & Avendaño	325112-2|20009714-1	Durán-Esp. & Avendaño	4194605	species	Q16
Ribes leptanthum A.Gray	220979-2	A.Gray	2986114	species	Q16
Ribes luteynii Weigend	20002975-1|322083-2	Weigend	4194758	species	Q16
Ribes nanophyllum Freire-Fierro & Endara	322693-2|20004983-1	Freire-Fierro & Endara	4194836	species	Q16
Ribes oxyacanthoides var. calcicola Fernald	284303-2	Fernald	2986167	variety	Q18
Ribes pentlandii Britton	221053-2	Britton	8098119	species	Q16
Ribes steinbachiorum Weigend & Binder	321021-2|1020094-1	Weigend & Binder	4194355	species	Q16
Ribes sucheziense Jancz.	321022-2	Jancz.	4194249	species	Q16
Ribes wolfii Rothr.	315147-2	Rothr.	2986125	species	Q16
Richardella buenaventurensis Aubrév.	221127-2	Aubrév.	2884179	species	Q16
Richardella chocoensis Aubrév.	309511-2	Aubrév.	2884302	species	Q16
Richardia gandarae Rzed.	221155-2	Rzed.	5596645	species	Q16
Richea alpina Menadue	1017167-1	Menadue	7564884	species	Q16
Richea pandanifolia subsp. ramulosa Menadue	1017166-1	Menadue	7526739	subspecies	Q17
Richeria olivieri Philcox	221191-2	Philcox	3079157	species	Q16
Richterago campestris Roque & J.N.Nakaj.	20001180-1|321866-2	Roque & J.N.Nakaj.	3089655	species	Q16
Richterago caulescens Roque	20001523-1|321815-2	Roque	3089660	species	Q16
Richterago conduplicata Roque	20001524-1|321816-2	Roque	3089653	species	Q16
Richterago elegans Roque	321817-2|20001525-1	Roque	3089657	species	Q16
Richterago lanata Roque	321818-2|20001526-1	Roque	3089636	species	Q16
Richterago petiolata Roque & J.N.Nakaj.	321867-2	Roque & J.N.Nakaj.	3089645	species	Q16
Richterago riparia Roque	321819-2|20001527-1	Roque	3089654	species	Q16
Ricinocarpos brevis R.J.F.Hend. & Mollemans	77087465-1	R.J.F.Hend. & Mollemans	3072246	species	Q16
Ricinocarpos crispatus Halford & R.J.F.Hend.	77087467-1	Halford & R.J.F.Hend.	3072288	species	Q16
Ricinocarpos digynus Hislop & Wege	77215923-1	Hislop & Wege	3072236	species	Q16
Ricinocarpos graniticus Halford & R.J.F.Hend.	77087468-1	Halford & R.J.F.Hend.	3072237	species	Q16
Ricinocarpos linearifolius Halford & R.J.F.Hend.	77087469-1	Halford & R.J.F.Hend.	3072251	species	Q16
Ricinocarpos megalocarpus Halford & R.J.F.Hend.	77087470-1	Halford & R.J.F.Hend.	3072266	species	Q16
Ricinocarpos oliganthus Halford & R.J.F.Hend.	77087471-1	Halford & R.J.F.Hend.	3072243	species	Q16
Ricinocarpos pilifer Halford & R.J.F.Hend.	77087473-1	Halford & R.J.F.Hend.	3072261	species	Q16
Ricinocarpos trachyphyllus Halford & R.J.F.Hend.	77087475-1	Halford & R.J.F.Hend.	3072242	species	Q16
Ricinocarpos trichophyllus Halford & R.J.F.Hend.	77087476-1	Halford & R.J.F.Hend.	3072260	species	Q16
Ricinocarpos verrucosus Halford & R.J.F.Hend.	77087477-1	Halford & R.J.F.Hend.	3072241	species	Q16
Riddellia tagetina var. pumila M.E.Jones	221359-2	M.E.Jones	5691302	variety	Q18
Riedelia lippioides Cham.	221362-2	Cham.	5667552	species	Q16
Rigiolepis chaii Argent	77195637-1	Argent	10749596	species	Q16
Rinorea amapensis Hekking	221391-2	Hekking	4077560	species	Q16
Rinorea bicornuta Hekking	221396-2	Hekking	4077122	species	Q16
Rinorea breteleri Achound.	60430530-2	Achound.	4076984	species	Q16
Rinorea callmanderi Wahlert	77159919-1	Wahlert	9284863	species	Q16
Rinorea gemmulata J.F.C.Oliveira & L.P.Queiroz	77207334-1	J.F.C.Oliveira & L.P.Queiroz	10818434	species	Q16
Rinorea hummelii Sprague	284316-2	Sprague	4075533	species	Q16
Rinorea letouzeyi Achound.	77075396-1	Achound.	4075055	species	Q16
Rinorea ranirisonii Nusb. & Wahlert	77130392-1	Nusb. & Wahlert	7712628	species	Q16
Rinorea viridifolia Rusby	284322-2	Rusby	4076980	species	Q16
Rinorea zygomorpha H.E.Ballard & Wahlert	77105274-1	H.E.Ballard & Wahlert	7652503	species	Q16
Rinzia fimbriolata Rye	77163148-1	Rye	9427101	species	Q16
Rinzia medifila Rye	77163149-1	Rye	9340298	species	Q16
Rinzia torquata Rye & Trudgen	77163152-1	Rye & Trudgen	9240154	species	Q16
Rinzia triplex Rye & Trudgen	77163153-1	Rye & Trudgen	9503559	species	Q16
Riodocea pulcherrima Delprete	317706-2|1007278-1	Delprete	2893340	species	Q16
Rivina humilis L.	221479-2	L.	3084027	species	Q16
Robbrechtia grandifolia De Block	20011737-1	De Block	2906126	species	Q16
Robbrechtia milleri De Block	20011738-1	De Block	2906127	species	Q16
Robinsonella densiflora Fryxell	221562-2	Fryxell	5617507	species	Q16
Robinsonella glabrifolia Fryxell	284328-2	Fryxell	5617485	species	Q16
Robinsonella hintonii Fryxell	221567-2	Fryxell	5617481	species	Q16
Robinsonella macvaughii Fryxell	221570-2	Fryxell	5617471	species	Q16
Robiquetia brassii Ormerod	60442406-2	Ormerod	2818953	species	Q16
Robynsia lobata M.Martens & Galeotti	284330-2	M.Martens & Galeotti	2974683	species	Q16
Rochefortia barloventensis Irimia & Gottschling	77151624-1	Irimia & Gottschling	8599771	species	Q16
Rodriguezia delcastilloi D.E.Benn. & Christenson	305085-2	D.E.Benn. & Christenson	5313609	species	Q16
Rodriguezia dressleriana R.González	221606-2	R.González	5313655	species	Q16
Rodriguezia flavida Garay & Dunst.	221608-2	Garay & Dunst.	5313660	species	Q16
Rodriguezia ricii R.Vásquez & Dodson	20000157-1	R.Vásquez & Dodson	5313607	species	Q16
Rodriguezia secunda var. panamensis Schltr.	308846-2	Schltr.	5313642	variety	Q18
Rodriguezia sucrei Braga	221627-2	Braga	5313613	species	Q16
Rodriguezia tedescoi Chiron & V.P.Castro	77095156-1	Chiron & V.P.Castro	3652635	species	Q16
Rodriguezia tedescoi f. albiglossa Chiron & V.P.Castro	77095157-1	Chiron & V.P.Castro	5542328	form	Q19
Rodrigueziopsis antillensis Withner	221637-2	Withner	2794724	species	Q16
Roebuckia cheilocarpa var. glabrata P.S.Short	77146084-1	P.S.Short	9479678	variety	Q18
Roebuckia lathamensis P.S.Short	77146226-1	P.S.Short	9317062	species	Q16
Roebuckia lathamensis var. glabrata P.S.Short	77146227-1	P.S.Short	9450791	variety	Q18
Roebuckia similis P.S.Short	77146231-1	P.S.Short	8758953	species	Q16
Roemeria refracta DC.	673947-1	DC.	5334191	species	Q16
Rohmooa kirmzii Farille & Lachard	20009451-1	Farille & Lachard	3640178	species	Q16
Roldana breedlovei H.Rob. & Brettell	221680-2	H.Rob. & Brettell	3141659	species	Q16
Roldana calzadana B.L.Turner	302226-2	B.L.Turner	3141660	species	Q16
Roldana chiapensis H.Rob. & Brettell	221682-2	H.Rob. & Brettell	3141696	species	Q16
Roldana cronquistii H.Rob. & Brettell	221685-2|284339-2	H.Rob. & Brettell	3141657	species	Q16
Roldana elizondoarum Funston ex Rzed.	77203985-1	Funston ex Rzed.	10799487	species	Q16
Roldana gentryi H.Rob. & Brettell	284340-2|221690-2	H.Rob. & Brettell	3108948	species	Q16
Roldana greenmanii H.Rob. & Brettell	221692-2	H.Rob. & Brettell	3108853	species	Q16
Roldana hintonii H.Rob. & Brettell	284341-2|221699-2	H.Rob. & Brettell	3108503	species	Q16
Roldana mixtecana Panero & Villaseñor	304948-2	Panero & Villaseñor	3141715	species	Q16
Roldana pennellii H.Rob. & Brettell	221709-2	H.Rob. & Brettell	3141745	species	Q16
Roldana pennellii var. durangensis H.Rob. & Brettell	284342-2|221710-2	H.Rob. & Brettell	4255920	variety	Q18
Roldana riparia Quedensley, Véliz & L.Velásquez	60468712-2	Quedensley, Véliz & L.Velásquez	9092928	species	Q16
Roldana scandens Poveda & Kappelle	306328-2	Poveda & Kappelle	3141689	species	Q16
Roldana subcymosa H.Rob.	284343-2|221721-2	H.Rob.	3108070	species	Q16
Roldana uxordecora Quedensley & Villaseñor	77105300-1	Quedensley & Villaseñor	8136717	species	Q16
Rollinia andicola Maas & Westra	284344-2	Maas & Westra	3158563	species	Q16
Rollinia annonoides R.E.Fr.	311495-2	R.E.Fr.	3155376	species	Q16
Rollinia bahiensis Maas & Westra	284345-2	Maas & Westra	3158561	species	Q16
Rollinia emarginata Schltdl.	303184-2	Schltdl.	3158617	species	Q16
Rollinia hispida Maas & Westra	284351-2	Maas & Westra	3158506	species	Q16
Rollinia membranacea Triana & Planch.	304389-2	Triana & Planch.	3158545	species	Q16
Rollinia ubatubensis Maas & Westra	284355-2	Maas & Westra	3158551	species	Q16
Romanschulzia alpina Standl. & Steyerm.	298576-2	Standl. & Steyerm.	3053666	species	Q16
Romanschulzia correllii Rollins	221820-2	Rollins	3053680	species	Q16
Romanschulzia rzedowskii Rollins	221829-2	Rollins	3053678	species	Q16
Romanzoffia thompsonii Marttala	303340-2	Marttala	2928043	species	Q16
Romnalda ophiopogonoides Conran, P.I.Forst. & Donnon	77093781-1	Conran, P.I.Forst. & Donnon	3694484	species	Q16
Romulea pilosa Goldblatt & J.C.Manning	77122021-1	Goldblatt & J.C.Manning	8006199	species	Q16
Romulea quartzicola Goldblatt & J.C.Manning	77122022-1	Goldblatt & J.C.Manning	8357826	species	Q16
Rondeletia albida Lundell	221854-2	Lundell	5335975	species	Q16
Rondeletia belizensis Standl.	221867-2	Standl.	5336125	species	Q16
Rondeletia belizensis var. longiloba Lundell	221868-2	Lundell	5336126	variety	Q18
Rondeletia breedlovei Lorence	300506-2	Lorence	5335863	species	Q16
Rondeletia crassinervis Borhidi	221903-2	Borhidi	5336128	species	Q16
Rondeletia exasperata Borhidi	221920-2	Borhidi	5335902	species	Q16
Rondeletia feketeana Borhidi	221922-2	Borhidi	5335854	species	Q16
Rondeletia filisepala Borhidi	221923-2	Borhidi	5335833	species	Q16
Rondeletia guerrerensis Lorence	300628-2	Lorence	5335900	species	Q16
Rondeletia holdridgei Borhidi	77092325-1	Borhidi	5596563	species	Q16
Rondeletia inermis subsp. sclerophylla Borhidi	77092328-1	Borhidi	5596561	subspecies	Q17
Rondeletia inermis var. dumosa Borhidi	77092327-1	Borhidi	5596562	variety	Q18
Rondeletia liogieri Borhidi	221970-2	Borhidi	5336069	species	Q16
Rondeletia longipetiolata Lundell	221973-2	Lundell	5336120	species	Q16
Rondeletia megalantha Lorence	306351-2	Lorence	5336140	species	Q16
Rondeletia minor Lundell	221986-2	Lundell	5335956	species	Q16
Rondeletia myriantha var. armentalis L.O.Williams	221994-2	L.O.Williams	5336087	variety	Q18
Rondeletia myrtacea Standl.	309201-2	Standl.	5335888	species	Q16
Rondeletia ovandensis Lundell	222014-2	Lundell	5336086	species	Q16
Rondeletia pringlei Lorence	312819-2	Lorence	5335927	species	Q16
Rondeletia purpurea Lorence	304594-2	Lorence	5336129	species	Q16
Rondeletia pyramidalis Lundell	222038-2	Lundell	5336062	species	Q16
Rondeletia rubens L.O.Williams	222044-2	L.O.Williams	5335857	species	Q16
Rondeletia rzedowskii Lorence	300293-2	Lorence	5336073	species	Q16
Rondeletia silvicola L.O.Williams	222063-2	L.O.Williams	5335813	species	Q16
Rondeletia tenorioi Lorence	305559-2	Lorence	5336040	species	Q16
Rondeletia urophylla Standl. & L.O.Williams	222091-2	Standl. & L.O.Williams	5336076	species	Q16
Rondeletia yucatanensis Lundell	222098-2	Lundell	5335839	species	Q16
Ronnbergia campanulata Gilmartin & H.Luther	284410-2	Gilmartin & H.Luther	2694472	species	Q16
Ronnbergia carvalhoi Martinelli & Leme	284411-2	Martinelli & Leme	2694477	species	Q16
Ronnbergia marantoides L.B.Sm.	284412-2	L.B.Sm.	2697560	species	Q16
Ronnbergia petersii L.B.Sm.	222109-2	L.B.Sm.	2698207	species	Q16
Ronnbergia silvana Leme	327407-2|70027849-1	Leme	2694471	species	Q16
Roraimaea aurantiaca Struwe, S.Nilsson & V.A.Albert	77096426-1	Struwe, S.Nilsson & V.A.Albert	3842107	species	Q16
Rorippa coloradensis Stuckey	222125-2	Stuckey	3053158	species	Q16
Rorippa curvisiliqua var. orientalis Stuckey	222135-2	Stuckey	3053278	variety	Q18
Rorippa curvisiliqua var. procumbens Stuckey	222136-2	Stuckey	3053269	variety	Q18
Rorippa cygnorum Keighery	77092622-1	Keighery	3053428	species	Q16
Rorippa megasperma Stuckey	222159-2	Stuckey	3053489	species	Q16
Rorippa teres var. rollinsii Stuckey	222203-2	Stuckey	3053138	variety	Q18
Rosa gymnocarpa var. serpentina Ertter & W.H.Lewis	60450507-2	Ertter & W.H.Lewis	3853995	variety	Q18
Rosa manca Greene	222363-2	Greene	8071280	species	Q16
Rosa memoryae W.H.Lewis	77160341-1	W.H.Lewis	9469301	species	Q16
Rosa pisocarpa subsp. ahartii Ertter & W.H.Lewis	60450506-2	Ertter & W.H.Lewis	3853089	subspecies	Q17
Rosa spithamea S.Watson	30055390-2	S.Watson	3007334	species	Q16
Rosa stellata subsp. abyssa A.M.Phillips	302992-2	A.M.Phillips	3007830	subspecies	Q17
Rosa virginiana Mill.	734684-1	Mill.	3006137	species	Q16
